2024-02-13 18:59:03.047493;DataError;o contacto e o nome nao podem ser adicionados ao mesmo tempo
2024-02-13 18:59:47.159034;DataError;o contacto e o nome nao podem ser adicionados ao mesmo tempo
2024-02-13 19:00:13.106500;DataError;o contacto e o nome nao podem ser adicionados ao mesmo tempo
